"","subjNum","rxnTime","responses","timedOut","noMemory","Scene.File","Category","CatNum","ImNum","Face.File","Condition","Version","Subject.Repetition"
"619","020",60838.3999999985,"Tan architecture, street lamp, crosswalk diagonally across sidewalk, multiple story buildings",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_3.jpg","Competitive",4,2
"419","020",55958.6000000015,"Longer view of street, CVS in background, yellow lane divider curves left",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_5.jpg","Competitive",4,2
"519","020",35583.099999994,"dark day and buildings, bridge connecting two buildings, rain and cars",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_6.jpg","Competitive",4,2
"119","020",36862.6000000015,"colorful buildings on right side of street, many cars, pinkish house",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_8.jpg","Competitive",4,2
"219","020",51710.6000000015,"street, downtown, sign hanging, shops, colorful, lively, fence on left",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_9.jpg","Competitive",4,2
"319","020",35478.900000006,"Low and long view of street, yellow lane divider right of image, wet streets",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_13.jpg","Competitive",4,2
"420","021",44733.2999999998,"A tranquil pond with the reflection of the overcast sky and some yellow flowers on the edge.",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_3.jpg","Baseline",5,2
"120","021",43302.4000000004,"A busy city street with cars racing by, tall buildings and people using a crosswalk.",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_5.jpg","Baseline",5,2
"320","021",67814.5999999996,"A well maintained and well lit indoor pool that is blue with some chairs surrounding it and light coming in from above.",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_6.jpg","Baseline",5,2
"620","021",34150.7999999998,"An ice rink with children playing and colorful flags hung up on the back wall. ",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_8.jpg","Baseline",5,2
"220","021",36470.7999999998,"An elegant 2 story library that is full of books and has sunlight coming in from the right side.",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_9.jpg","Baseline",5,2
"520","021",72934.5999999996,"The beginning of a soccer match from viewed from the stands, the stadium is red and blue with fans wearing their teams colors, there is also a blue sky with some clouds.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_13.jpg","Baseline",5,2
"521","022",32174.3999999985,"a soccer match with a sight that says BREW HOUSE and the score is 3-2",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_3.jpg","Competitive",5,2
"621","022",43550.700000003,"a soccer match of a blue team against a white team and one of the sponsors is Coca Cola.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_5.jpg","Competitive",5,2
"421","022",55702.3999999985,"a wide lens photo of a soccer match between Ukrane and Poland (one of the countries with a plus flag).",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_6.jpg","Competitive",5,2
"121","022",65998.8000000045,"a soccer match from the top corner of the stadium with a man in a whatever team Messi is on jersey on in the bottom left corner.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_8.jpg","Competitive",5,2
"221","022",67670.8000000045,"a soccer match with a pink team at sunset and there are three men standing in the front of the stands with pink and black flags. The right side of the stadium is pretty much empty.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_9.jpg","Competitive",5,2
"321","022",74238.799999997,"a soccer match of a blue team versus a red team from the corner in the medium height seats. There is a child facing his grandpa in the bottom right and the top stands are red while the middle are blue and there are some people in yellow.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_13.jpg","Competitive",5,2
"422","023",50078.799999997,"An indoor pool with two prints on the wall. There are two pink chairs in the left corner, and a plant sitting on the right side of the pool. ",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_3.jpg","Baseline",6,2
"222","023",46438.299999997,"A lake with tons of greenery and trees. There's a rock on the bottom left side and the water is reflecting a clear blue sky.",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_5.jpg","Baseline",6,2
"322","023",54815,"A packed outdoor stadium for a soccer game. The crowd is wearing reds, blues, and yellows. The field is vibrant and there's a clear sky.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_6.jpg","Baseline",6,2
"522","023",70926.8999999985,"City street from what looks as a point of view from a car. There's a CVS pharmacy on the left side of the screen and the view is located behind a black nissan. There are a couple of trees along the sidewalks, and it looks a little gloomy outside. There are cars sitting at the red light. ",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_8.jpg","Baseline",6,2
"622","023",76478.8999999985,"Ice skating rink. Mostly children wearing neon orange and white skates. Towards the left there are two women that look as if they're on the phone. To the right of them there is a girl in a neon pink puffer jacket. The rink is undercover, but you can see outside.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_9.jpg","Baseline",6,2
"122","023",69950.8999999985,"A massive library with dark green lamps and chairs. There are bookshelves that line the left and right side of the image, as well as alternating statues switching from black to white. There are tables in the middle of the image below the high ceilings. ",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_13.jpg","Baseline",6,2
"323","024",60157.7000000002,"Trees surrounding a lake, water line cuts image in half, some sort of log or brown animal near the water in the center",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_3.jpg","Competitive",6,2
"223","024",42371.9000000004,"Pond contained lily pads floating on water, trees surrounding and sky above",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_5.jpg","Competitive",6,2
"523","024",67918.5999999996,"Lake surrounded by trees, plants in foreground in front of lake had yellow flowers (daffodils)",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_6.jpg","Competitive",6,2
"123","024",42182.8999999994,"No sky visible above tree line, reflection of tops of trees and sky in lake",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_8.jpg","Competitive",6,2
"423","024",52183.7999999998,"Clouded pond with visible log in front right corner, small house structure in center along back edge of pond",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_9.jpg","Competitive",6,2
"623","024",87790.7000000002,"Vivid green trees close to lake on left side, blurry reflection of trees in middle right of lake, bank surrounded by trees with visible cloudy sky above",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_13.jpg","Competitive",6,2
"524","025",74718.700000003,"of a library with a flowy ceiling and a long white pole extending to the ceiling. There are chairs and table with bookshelves and two floors to the library.",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_3.jpg","Baseline",1,3
"324","025",105454.600000009," an intersection within a city with tall buildings and one short building. There is a crane in the background and a colorful sign of the intersection. There are stoplights and a sign that says 3rd street. There is also a one way sign.",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_5.jpg","Baseline",1,3
"124","025",59022.8000000119,"a soccer game taking place in a soccer stadium. There are people in the stadium and there is a pretty blu/purple sky. There is an arch on the top of the stadium and a very green soccer field.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_6.jpg","Baseline",1,3
"624","025",65550.700000003,"an indoor ice skating rink with people and families skating around. This is a dome shaped building and has an olympic flag and other flags hanging from the ceiling.",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_8.jpg","Baseline",1,3
"224","025",40990.8999999911,"an indoor swimming pool with chairs and tables in the background. there are windows and pillars that read 7ft and 8ft.",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_9.jpg","Baseline",1,3
"424","025",41175,"a grosser looking lake with a stump of something in the bottom right corner. There are two trees in the background and it is a sunny day ",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_13.jpg","Baseline",1,3
"225","026",123854.5,"A rectangular dark blue pool, the ceiling had a pulley system. Two hot pink chairs in the back left corner, and a plant in the front right corner. two paintings in the center wall, one of a sunset, the other a beach. Orange box lights surrounding the room on the high points of the walls.",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_3.jpg","Competitive",1,3
"325","026",98678.1000000001,"An indoor pool connected to a house. The pool was irregularly shaped, and was light blue. There were two circular dark blue cushioned chairs on either far side, and other lounge chairs moving forward. There was a swirly metal sculpture on the left wall, and there were windows completely surrounding the room, excluding the doors.",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_5.jpg","Competitive",1,3
"125","026",110118.6,"An industrial looking room with large columns. The pool was a horizontally facing rectangle. Each column had a depth on it, the center two had 8 ft, the left and right two had 7ft. There were lounge chairs surrounding the pool.",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_6.jpg","Competitive",1,3
"625","026",137830.8,"This was a vertical, light blue, indoor pool similar to hotel pools. There was a large glass pane window situation center frame, and on the side walls there weren't any windows. This pool had lounge chairs surrounding the perimeter. There was a janitor cart on the right side hiding behind one of the structural things.",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_8.jpg","Competitive",1,3
"425","026",140990.7,"An indoor rectangular pool, very dark blue with glass walls. The trees outside were pine tree- looking. The ceiling was made of skinny wooden panels with beams that came diagonally down, meeting at a point in the center. there were white lounge chairs surrounding the pool, as well as a diving board on the far end. ",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_9.jpg","Competitive",1,3
"525","026",113886.7,"An industrial looking room with high ceilings. There were blue and yellow tubes along the ceiling, and the walls were white. There were 5 plants in the center of the room, the tallest one in the middle.",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_13.jpg","Competitive",1,3
"626","027",66054.5,"ice skating rink with seven or more people, two blue cones, a child wearing a blue coat that has its arms out, someone on the floor, yellow square on window that separates viewing and skating",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_3.jpg","Baseline",2,3
"126","027",88014.5,"soccer game, arena looks like a rounded square, steep bleachers, crowded. blue or black jerseys and the other team is white. dark sky, stadium is blue, square field thats neon green with yellow lines",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_5.jpg","Baseline",2,3
"326","027",78486.9000000004,"street with many tall buildings, bus lane, bike lane, sidewalk to the left that has two or three trees. empty for something that looks like New York. bluish-grey sky",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_6.jpg","Baseline",2,3
"226","027",66990.7999999998,"pond or lake that is surrounded by a lot of greenery. green reflections in water from trees, mud bank with something that was either a rock or log on it. tall grass at the front of the image. bright, clear blue sky.",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_8.jpg","Baseline",2,3
